Evasion,Adulto_Mayor,Pareja,Dependientes,Meses_Contrato,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargo_Mensual,Puntaje_Inseguro,Total_Servicios
0,0,1,1,67,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.2,1.0,6.0
1,0,1,1,33,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Credit card (automatic),86.15,4.0,2.0
0,0,1,1,37,0,DSL,1,1,0,0,1,1,One year,0,Bank transfer (automatic),75.1,2.0,5.0
0,0,1,0,64,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.0,4.0,1.0
1,0,0,0,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.9,4.0,3.0
0,0,0,0,8,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.85,4.0,1.0
1,0,0,0,9,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.95,4.0,1.0
0,0,0,0,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,4.0,1.0
1,0,1,0,48,No phone service,DSL,0,1,1,0,0,0,One year,0,Mailed check,34.7,2.0,2.0
0,0,0,0,38,1,DSL,1,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),66.15,1.0,4.0
0,0,0,1,3,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.2,4.0,1.0
0,0,0,0,32,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.9,4.0,1.0
0,0,0,0,3,0,DSL,0,0,0,1,0,1,Month-to-month,0,Mailed check,60.65,3.0,3.0
1,0,0,0,10,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,94.85,2.0,4.0
1,0,0,0,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Mailed check,85.8,4.0,2.0
1,0,1,0,3,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.2,4.0,3.0
0,0,0,0,3,No phone service,DSL,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),34.8,4.0,1.0
0,0,1,1,56,1,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),81.25,0.0,6.0
0,0,0,0,9,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.6,4.0,0.0
0,1,0,0,53,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),73.8,3.0,2.0
0,0,0,0,63,0,DSL,0,0,1,0,0,1,One year,0,Credit card (automatic),58.55,3.0,3.0
0,0,0,0,35,1,DSL,1,0,0,0,0,0,Two year,0,Mailed check,55.25,3.0,2.0
1,0,1,1,41,1,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,102.6,2.0,5.0
0,0,0,0,13,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.15,4.0,0.0
0,0,1,1,14,1,DSL,1,1,0,0,0,1,Month-to-month,0,Mailed check,69.2,2.0,4.0
0,0,0,0,14,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,4.0,1.0
0,0,1,1,51,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,93.8,2.0,4.0
1,0,0,0,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.4,4.0,2.0
1,0,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.95,4.0,1.0
0,0,1,0,68,0,DSL,1,0,0,1,0,0,One year,0,Bank transfer (automatic),55.9,2.0,3.0
1,1,0,0,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,88.8,3.0,3.0
0,0,0,0,1,No phone service,DSL,0,0,0,0,0,0,One year,0,Mailed check,25.85,4.0,0.0
0,0,0,0,60,0,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,99.65,2.0,5.0
1,1,0,0,7,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,73.75,4.0,1.0
0,0,1,1,23,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.4,4.0,1.0
0,0,1,1,72,1,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),82.3,0.0,6.0
0,0,1,1,3,0,Fiber optic,1,1,0,0,1,0,Month-to-month,0,Electronic check,89.85,2.0,4.0
1,0,0,0,5,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.9,4.0,1.0
0,0,1,1,6,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,4.0,1.0
0,0,1,1,13,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.75,4.0,1.0
0,0,1,0,47,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.9,4.0,1.0
0,0,1,0,3,No phone service,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),29.8,3.0,1.0
0,1,1,0,14,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,4.0,1.0
0,0,1,1,23,1,DSL,1,0,1,1,1,0,Two year,1,Bank transfer (automatic),77.15,1.0,5.0
0,0,1,0,72,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),92.0,0.0,7.0
1,0,0,0,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,43.95,4.0,1.0
0,0,0,0,66,1,Fiber optic,1,1,1,1,0,1,Month-to-month,1,Bank transfer (automatic),103.1,0.0,6.0
0,0,1,1,53,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.55,4.0,1.0
0,0,0,0,11,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),79.0,3.0,2.0
1,0,0,0,61,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),111.6,1.0,6.0
0,0,0,1,2,1,DSL,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),60.95,2.0,3.0
0,0,0,0,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.3,4.0,1.0
1,0,0,0,1,No phone service,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35.45,4.0,1.0
1,0,1,1,67,1,Fiber optic,0,1,1,0,0,0,One year,0,Electronic check,87.4,2.0,3.0
0,0,0,0,18,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,74.15,4.0,1.0
0,0,1,0,18,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.75,4.0,3.0
1,0,0,0,12,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),78.1,4.0,2.0
1,1,1,0,27,1,Fiber optic,1,0,0,1,1,1,Month-to-month,1,Bank transfer (automatic),104.3,2.0,5.0
0,0,1,1,61,1,Fiber optic,1,1,1,0,0,1,One year,1,Credit card (automatic),100.7,1.0,5.0
0,0,1,0,65,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),107.65,1.0,6.0
0,0,0,0,41,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,4.0,1.0
0,0,1,1,19,1,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),50.1,4.0,1.0
1,0,0,0,2,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),49.05,3.0,2.0
1,1,1,0,2,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,86.85,4.0,2.0
0,0,1,1,4,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.95,4.0,1.0
0,0,1,1,25,0,DSL,1,0,0,1,0,0,Month-to-month,0,Electronic check,54.3,2.0,3.0
1,0,1,1,60,0,Fiber optic,0,1,1,0,1,0,One year,0,Electronic check,90.95,2.0,4.0
1,0,1,0,8,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),85.2,4.0,2.0
0,1,1,0,72,1,DSL,1,1,1,0,1,1,Two year,0,Credit card (automatic),84.45,1.0,6.0
0,0,0,0,5,0,DSL,1,0,1,0,0,0,Month-to-month,1,Mailed check,55.8,2.0,3.0
0,0,0,1,0,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.25,4.0,1.0
0,0,1,0,59,0,Fiber optic,1,0,1,0,0,0,One year,1,Credit card (automatic),81.25,2.0,3.0
0,0,1,0,68,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.8,4.0,1.0
0,0,1,1,54,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.05,4.0,1.0
0,0,0,0,22,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.3,4.0,1.0
0,0,1,0,49,1,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),52.15,4.0,1.0
0,0,1,1,51,0,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),79.15,2.0,3.0
0,0,1,1,19,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.6,4.0,1.0
0,0,0,1,2,1,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),80.55,3.0,2.0
0,0,1,1,14,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.55,4.0,1.0
1,1,1,0,57,No phone service,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.85,4.0,2.0
0,0,1,1,72,1,Fiber optic,1,1,0,1,0,1,Two year,1,Credit card (automatic),97.75,1.0,5.0
0,0,0,0,63,1,Fiber optic,1,1,1,0,1,0,Two year,0,Credit card (automatic),98.0,1.0,5.0
0,0,0,0,4,1,DSL,0,0,0,1,1,0,Month-to-month,1,Mailed check,64.4,3.0,3.0
0,0,1,0,17,0,DSL,1,1,0,0,0,1,One year,0,Mailed check,64.8,2.0,4.0
1,0,0,0,6,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,85.35,3.0,3.0
1,0,0,0,56,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Electronic check,94.45,2.0,4.0
1,0,1,1,13,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,88.35,4.0,3.0
1,0,1,0,6,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,49.15,3.0,2.0
0,0,1,0,71,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),93.25,2.0,4.0
0,0,1,0,10,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.6,4.0,1.0
0,1,1,1,72,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),88.05,0.0,7.0
0,0,1,0,69,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.95,4.0,1.0
1,0,0,0,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.1,4.0,1.0
0,0,1,1,47,0,Fiber optic,1,0,1,0,0,1,Month-to-month,0,Electronic check,90.05,2.0,4.0
0,0,1,0,60,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.5,4.0,1.0
0,0,0,1,2,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.25,4.0,1.0
1,0,0,0,2,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.0,4.0,3.0
0,0,0,0,53,No phone service,DSL,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),46.3,2.0,3.0
0,0,1,1,34,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),90.05,3.0,3.0
0,0,1,1,60,0,DSL,1,1,1,1,0,0,One year,1,Bank transfer (automatic),65.85,0.0,5.0
0,1,0,0,55,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,100.15,3.0,4.0
0,0,1,1,53,0,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Electronic check,92.55,2.0,4.0
1,0,0,0,5,0,DSL,0,0,1,0,1,1,One year,1,Mailed check,70.0,3.0,4.0
0,0,0,0,57,No phone service,DSL,1,0,1,0,1,1,Month-to-month,1,Electronic check,53.75,2.0,4.0
1,0,1,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.85,4.0,1.0
0,0,0,0,61,1,DSL,1,0,1,1,1,1,Two year,0,Credit card (automatic),86.45,1.0,6.0
0,1,1,1,38,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,101.15,3.0,4.0
0,0,0,0,60,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),104.95,1.0,6.0
0,0,1,1,50,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.15,4.0,1.0
0,0,1,1,9,1,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,55.3,3.0,2.0
0,0,1,1,71,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,4.0,1.0
0,0,1,0,46,0,DSL,0,1,0,1,1,0,Two year,1,Credit card (automatic),64.2,2.0,4.0
0,0,1,1,35,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,109.95,1.0,6.0
1,0,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,71.35,4.0,1.0
0,0,0,0,23,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),19.65,4.0,1.0
1,0,0,0,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),100.25,3.0,4.0
0,1,1,0,21,0,DSL,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),64.95,2.0,4.0
0,0,1,1,16,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,4.0,1.0
0,0,1,0,70,No phone service,DSL,0,1,1,1,0,1,One year,1,Bank transfer (automatic),51.05,1.0,4.0
0,0,0,0,66,0,Fiber optic,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),105.65,1.0,6.0
1,0,0,0,1,0,Fiber optic,0,1,0,1,1,0,Month-to-month,0,Electronic check,91.7,2.0,4.0
0,0,0,1,14,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,4.0,1.0
0,0,1,1,46,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.25,4.0,1.0
1,0,0,1,49,1,Fiber optic,0,0,0,1,1,1,One year,1,Bank transfer (automatic),100.6,3.0,4.0
0,0,1,1,3,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.7,4.0,2.0
0,0,1,1,34,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Mailed check,84.05,3.0,3.0
1,0,1,0,68,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),110.0,1.0,6.0
1,0,1,1,50,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),84.4,4.0,2.0
0,0,0,0,3,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.25,4.0,1.0
0,0,0,0,25,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,84.6,4.0,2.0
0,1,0,0,19,0,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Mailed check,105.0,1.0,6.0
0,0,0,0,65,1,Fiber optic,0,1,1,0,1,1,Two year,0,Credit card (automatic),105.1,2.0,5.0
1,0,1,1,3,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),84.75,4.0,2.0
0,0,1,0,67,1,Fiber optic,1,0,1,1,1,1,One year,1,Electronic check,111.25,1.0,6.0
0,0,0,0,8,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.25,4.0,1.0
0,0,1,0,67,1,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),70.9,0.0,5.0
0,0,0,0,26,0,DSL,0,0,0,1,1,0,One year,0,Credit card (automatic),59.45,3.0,3.0
1,1,1,0,57,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),95.25,2.0,4.0
1,0,0,0,39,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.25,4.0,1.0
0,0,1,1,47,1,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,54.25,3.0,2.0
0,0,0,0,20,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Mailed check,98.55,3.0,4.0
1,0,1,0,17,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.4,4.0,1.0
0,0,0,0,52,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),21.0,4.0,1.0
0,0,1,1,0,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.35,4.0,1.0
0,0,1,0,61,0,Fiber optic,1,1,0,1,0,1,One year,0,Bank transfer (automatic),93.7,1.0,5.0
1,1,0,0,8,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),94.45,3.0,4.0
0,1,1,0,72,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.1,0.0,7.0
0,0,0,0,24,0,DSL,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),51.1,3.0,2.0
0,1,0,0,4,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.35,4.0,1.0
1,0,0,0,26,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,83.95,4.0,2.0
0,0,1,0,66,1,Fiber optic,1,1,0,1,0,0,One year,0,Electronic check,89.0,1.0,4.0
0,0,1,1,65,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),91.55,0.0,7.0
0,0,0,0,34,0,DSL,1,0,1,1,1,1,One year,1,Bank transfer (automatic),79.95,1.0,6.0
0,0,1,1,45,0,DSL,1,0,1,1,1,1,Two year,1,Mailed check,81.0,1.0,6.0
0,0,1,1,71,1,Fiber optic,1,1,1,0,1,0,Two year,1,Credit card (automatic),99.0,1.0,5.0
1,0,0,0,18,1,DSL,0,0,1,1,1,1,One year,1,Credit card (automatic),82.0,2.0,5.0
0,0,0,0,2,0,DSL,0,0,0,1,1,1,Month-to-month,0,Electronic check,70.3,3.0,4.0
1,0,1,0,8,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.5,3.0,2.0
1,0,1,1,3,No phone service,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,31.0,3.0,1.0
0,0,1,0,12,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,20.05,4.0,1.0
0,0,0,0,16,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,4.0,1.0
0,1,0,0,72,1,Fiber optic,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),110.1,1.0,6.0
1,0,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.25,4.0,1.0
0,0,0,0,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,4.0,1.0
1,1,1,0,10,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,85.55,4.0,2.0
0,0,0,0,62,No phone service,DSL,0,1,1,0,0,1,Two year,1,Credit card (automatic),43.6,2.0,3.0
1,0,0,0,4,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,78.45,3.0,2.0
0,0,0,0,53,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),24.05,4.0,1.0
0,0,1,1,52,0,Fiber optic,1,0,1,0,1,1,One year,0,Electronic check,100.3,2.0,5.0
1,1,0,0,19,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,88.2,3.0,3.0
0,0,0,1,18,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),45.65,4.0,1.0
0,1,1,0,51,No phone service,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),29.45,3.0,1.0
0,1,0,0,6,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),44.7,4.0,1.0
0,1,0,0,72,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),113.8,0.0,7.0
0,0,1,1,72,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.6,0.0,7.0
1,0,1,1,71,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),106.0,2.0,5.0
0,1,0,0,57,1,DSL,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),79.75,2.0,5.0
0,0,1,0,58,1,DSL,1,1,1,0,1,1,Two year,1,Electronic check,86.1,1.0,6.0
0,0,1,1,71,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.45,4.0,1.0
0,0,1,1,72,1,DSL,1,0,1,1,1,1,Two year,0,Credit card (automatic),84.7,1.0,6.0
0,0,0,0,17,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.15,4.0,1.0
1,1,0,0,39,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),95.65,4.0,3.0
0,0,1,1,8,0,DSL,0,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),56.3,2.0,3.0
0,0,0,0,68,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,4.0,1.0
0,0,1,1,28,No phone service,DSL,0,1,1,1,1,1,One year,1,Credit card (automatic),60.0,1.0,5.0
1,0,0,0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.05,4.0,1.0
0,0,0,0,2,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.25,4.0,1.0
0,0,1,1,71,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.45,4.0,1.0
0,1,0,0,30,1,DSL,0,0,1,1,1,0,Two year,1,Credit card (automatic),69.1,2.0,4.0
0,0,1,1,34,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.6,4.0,1.0
0,0,0,1,32,1,DSL,0,1,1,1,1,1,One year,0,Credit card (automatic),83.7,1.0,6.0
0,0,1,1,6,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.4,4.0,1.0
0,0,1,0,45,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.5,4.0,1.0
1,0,0,0,37,No phone service,DSL,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),28.6,3.0,1.0
0,1,0,0,11,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,111.4,1.0,6.0
0,1,0,0,2,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,72.6,4.0,1.0
1,1,1,0,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,76.4,3.0,2.0
0,0,1,1,23,No phone service,DSL,1,0,0,1,0,0,Two year,0,Mailed check,34.6,2.0,2.0
0,0,0,0,29,1,DSL,1,0,0,0,0,1,Month-to-month,1,Electronic check,66.1,3.0,3.0
0,0,1,1,68,1,Fiber optic,1,1,0,0,0,0,One year,1,Bank transfer (automatic),85.5,2.0,3.0
0,0,1,0,17,No phone service,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,34.4,2.0,2.0
0,0,0,0,69,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.3,4.0,1.0
0,1,1,0,59,No phone service,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),64.05,1.0,5.0
